value,optlen,family,mode,size,_vtids_length,tidptr,parent_comm,count,transport_header_type,a_nomEvent,window_size,child_ns_inum,child_pid,old_tid,stream_id,dfd,d_timestamp,vtids,version,p_name,egid,grouplist,tcache,head,content_size,network_header_type,parent_pid,seq,newsp,len,child_tid,dest_port,saddr,uid,frag_off,ruid,nodep,sig,ihl,type,tid,ovalue,data_offset,level,reserved,events_discarded,fd,tos,id,checksum,euid,optname,fildes,sgid,gid,pid,ack_seq,stream_instance_id,how,parent_tid,cpu_id,pathname,comm,name,clone_flags,child_comm,buf,which,ret,urg_ptr,uservaddr,skbaddr,prio,daddr,filename,parent_ns_inum,rgid,cpup,ttl,timestamp,bufsiz,suid,packet_seq_num,tot_len,optval,source_port,flags,addrlen,protocol,gidsetsize,dirent
,,,,,,,,4096,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,7,,17,,,,,,,,,2,,,2,,,,,,33552136,,1208,,,,,,,,,,,33225467,,,0,,,,,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,7,,17,,,,,,,,,2,,,2,,,,,,33552136,,0,,,,,,,,,,,33274790,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,7,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,33278748,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,2,,,2,,,,,,,,7,,,,,,/etc/pam.d/common-session-noninteractive,,,,,33296404,,,0,,,,131072,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,7,,17,,,,,,,,,2,,,2,,,,,,33552136,,1154,,,,,,,,,,,33310623,,,0,,,,,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,7,,17,,,,,,,,,2,,,2,,,,,,33552136,,0,,,,,,,,,,,33369737,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,7,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,33373539,,,0,,,,,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,6,,17,,,,,,,,,2,,,2,,,,,,33548032,,0,,,,,,,,,,,33378852,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,6,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,33383018,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,2,,,2,,,,,,,,6,,,,,,/etc/pam.d/other,,,,,33389893,,,0,,,,131072,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,6,,17,,,,,,,,,2,,,2,,,,,,33548032,,520,,,,,,,,,,,33403435,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,2,,,2,,,,,,,,7,,,,,,/etc/pam.d/common-auth,,,,,33426247,,,0,,,,131072,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,7,,17,,,,,,,,,2,,,2,,,,,,33552136,,1221,,,,,,,,,,,33437080,,,0,,,,,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,7,,17,,,,,,,,,2,,,2,,,,,,33552136,,0,,,,,,,,,,,33489424,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,7,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,33493226,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,2,,,2,,,,,,,,7,,,,,,/etc/pam.d/common-account,,,,,33510101,,,0,,,,131072,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,7,,17,,,,,,,,,2,,,2,,,,,,33552136,,1208,,,,,,,,,,,33521351,,,0,,,,,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,7,,17,,,,,,,,,2,,,2,,,,,,33552136,,0,,,,,,,,,,,33566976,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,7,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,33570622,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,2,,,2,,,,,,,,7,,,,,,/etc/pam.d/common-password,,,,,33587340,,,0,,,,131072,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,7,,17,,,,,,,,,2,,,2,,,,,,33552136,,1440,,,,,,,,,,,33600048,,,0,,,,,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,7,,17,,,,,,,,,2,,,2,,,,,,33552136,,0,,,,,,,,,,,33649996,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,7,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,33653798,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,2,,,2,,,,,,,,7,,,,,,/etc/pam.d/common-session,,,,,33670361,,,0,,,,131072,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,7,,17,,,,,,,,,2,,,2,,,,,,33552136,,1224,,,,,,,,,,,33682913,,,0,,,,,,,,
,,,2896,,,,,,,syscall_open,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,2,,,2,,,,,,,,8,,,,,,/lib/arm-linux-gnueabihf/security/pam_systemd.so,,,,,33756506,,,0,,,,524288,,,,
,,,,,,,,512,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,8,,17,,,,,,,,,2,,,2,,,,,,2125706792,,512,,,,,,,,,,,33768016,,,0,,,,,,,,
,,,,,,,,1320,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,8,,17,,,,,,,,,2,,,2,,,,,,2125705216,,1320,,,,,,,,,,,33774423,,,0,,,,,,,,
,,,,,,,,51,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,8,,17,,,,,,,,,2,,,2,,,,,,2125705152,,51,,,,,,,,,,,33780048,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,8,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,33832391,,,0,,,,,,,,
,,,44512,,,,,,,syscall_open,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,2,,,2,,,,,,,,-2,,,,,,/usr/lib/sudo/librt.so.1,,,,,33866506,,,0,,,,524288,,,,
,,,1,,,,,,,syscall_open,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,2,,,2,,,,,,,,8,,,,,,/etc/ld.so.cache,,,,,33877287,,,0,,,,524288,,,,
,,,,,,,,,,syscall_close,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,8,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,33890672,,,0,,,,,,,,
,,,0,,,,,,,syscall_access,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,,,36,,,,,,,,,2,,,2,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92230698488180,,,0,,,,,,,,
,,,44512,,,,,,,syscall_open,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,2,,,2,,,,,,,,8,,,,,,/lib/arm-linux-gnueabihf/librt.so.1,,,,,33917391,,,0,,,,524288,,,,
,,,,,,,,512,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,8,,17,,,,,,,,,2,,,2,,,,,,2125706120,,512,,,,,,,,,,,33928849,,,0,,,,,,,,
,,,,,,,,1280,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,8,,17,,,,,,,,,2,,,2,,,,,,2125704584,,1280,,,,,,,,,,,33935724,,,0,,,,,,,,
,,,,,,,,47,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,8,,17,,,,,,,,,2,,,2,,,,,,2125704528,,47,,,,,,,,,,,33941818,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,8,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,33995307,,,0,,,,,,,,
,,,44512,,,,,,,syscall_open,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,2,,,2,,,,,,,,-2,,,,,,/usr/lib/sudo/libpam_misc.so.0,,,,,34018276,,,0,,,,524288,,,,
,,,0,,,,,,,syscall_access,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,,,36,,,,,,,,,2,,,2,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92230698613179,,,0,,,,,,,,
,,,44512,,,,,,,syscall_open,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,2,,,2,,,,,,,,8,,,,,,/lib/arm-linux-gnueabihf/libpam_misc.so.0,,,,,34038328,,,0,,,,524288,,,,
,,,,,,,,512,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,8,,17,,,,,,,,,2,,,2,,,,,,2125706072,,512,,,,,,,,,,,34049838,,,0,,,,,,,,
,,,,,,,,1040,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,8,,17,,,,,,,,,2,,,2,,,,,,2125704776,,1040,,,,,,,,,,,34056348,,,0,,,,,,,,
,,,,,,,,45,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,8,,17,,,,,,,,,2,,,2,,,,,,2125704720,,45,,,,,,,,,,,34061817,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,8,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,34114421,,,0,,,,,,,,
,,,44512,,,,,,,syscall_open,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,2,,,2,,,,,,,,-2,,,,,,/usr/lib/sudo/libgcc_s.so.1,,,,,34129369,,,0,,,,524288,,,,
,,,0,,,,,,,syscall_access,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,,,36,,,,,,,,,2,,,2,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92230698724012,,,0,,,,,,,,
,,,44512,,,,,,,syscall_open,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,2,,,2,,,,,,,,8,,,,,,/lib/arm-linux-gnueabihf/libgcc_s.so.1,,,,,34150671,,,0,,,,524288,,,,
,,,,,,,,512,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,8,,17,,,,,,,,,2,,,2,,,,,,2125706048,,512,,,,,,,,,,,34160098,,,0,,,,,,,,
,,,,,,,,1080,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,8,,17,,,,,,,,,2,,,2,,,,,,2125704712,,1080,,,,,,,,,,,34167025,,,0,,,,,,,,
,,,,,,,,45,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,8,,17,,,,,,,,,2,,,2,,,,,,2125704656,,45,,,,,,,,,,,34173952,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,8,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,34229212,,,0,,,,,,,,
,,,2896,,,,,,,syscall_open,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,2,,,2,,,,,,,,8,,,,,,/lib/arm-linux-gnueabihf/security/pam_chksshpwd.so,,,,,35077073,,,0,,,,524288,,,,
,,,,,,,,512,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,8,,17,,,,,,,,,2,,,2,,,,,,2125706792,,512,,,,,,,,,,,35089677,,,0,,,,,,,,
,,,,,,,,1000,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,8,,17,,,,,,,,,2,,,2,,,,,,2125705536,,1000,,,,,,,,,,,35096396,,,0,,,,,,,,
,,,,,,,,45,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,8,,17,,,,,,,,,2,,,2,,,,,,2125705480,,45,,,,,,,,,,,35101760,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,8,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,35158791,,,0,,,,,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,7,,17,,,,,,,,,2,,,2,,,,,,33552136,,0,,,,,,,,,,,35261187,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,7,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,35267332,,,0,,,,,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,6,,17,,,,,,,,,2,,,2,,,,,,33548032,,0,,,,,,,,,,,35274676,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,6,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,35279051,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,2,,,2,,,,,,,,6,,,,,,/etc/passwd,,,,,35311134,,,0,,,,524288,,,,
,,,,,,,,,,syscall_close,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,6,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,35384363,,,0,,,,,,,,
,,1,,,,,,,,syscall_socket,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,524290,,,,,,0,,,231,,,,,,,,,2,,,2,,,,,,,,6,,,,,,,,,,,92230700148172,,,0,,,,,,0,,
,,,,,,,,,,syscall_connect,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,6,,233,,,,,,,,,2,,,2,,,,,,,,0,,1995062368,,,,,,,,,92230700176089,,,0,,,,,110,,,
,,,,,,,,,,syscall_close,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,6,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,35649622,,,0,,,,,,,,
,,,,,,,,,,syscall_setresuid,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,4294967295,,,,,,,,,,0,,,169,,4294967295,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,92230700269213,,4294967295,0,,,,,,,,
,,,,,,,,,,syscall_setresgid,,,,,0,,14053665166,,,startTracing.sh,4294967295,,,,238440,,,,,,,,,,,,,,,,,,,,,0,,,171,,,,,4294967295,,,,2,,,2,,,,,,,,0,,,,,,,,4294967295,,,92230700281765,,,0,,,,,,,,
,,,,,,,,,,syscall_getpid,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,30,,,,,,,,,3,,,3,,,,,,,,121,,,,,,,,,,,35704622,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14053665166,,,startTracing.sh,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,5,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,35752799,,,0,,,,,,,,
,,,,,1,,kworker/u8:0,,,sched_process_fork,,4026531836,15146,,0,,7022906455,15146,,kworker/u8:0,,,,,298888,,7342,,,,15146,,,,,,,,,,,,,,,0,,,9,,,,,,,,,1,,7342,1,,,,,kworker/u8:0,,,,,,,,,,4026531836,,,,35875611,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,3,,,3,,,,,,,,15,,,,,,/proc/sudoTracing.sh/cgroup,,,,,35846809,,,0,,,,655360,,,,
,,,,,,,,1024,,syscall_read,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,17,,,,,,,,,3,,,3,,,,,,6359640,,143,,,,,,,,,,,35912590,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,35984256,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,3,,,3,,,,,,,,15,,,,,,/proc/sudoTracing.sh/comm,,,,,36023527,,,0,,,,655360,,,,
,,,,,,,,1024,,syscall_read,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,17,,,,,,,,,3,,,3,,,,,,6359640,,5,,,,,,,,,,,36049516,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,36058787,,,0,,,,,,,,
,,,,,,,,,,syscall_readlinkat,,,,,0,-100,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,276,,,,,,,,,3,,,3,/proc/sudoTracing.sh/exe,,,,,6301200,,13,,,,,,,,,,,92230700660357,99,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,3,,,3,,,,,,,,15,,,,,,/proc/sudoTracing.sh/cmdline,,,,,36110714,,,0,,,,655360,,,,
,,,,,,,,1024,,syscall_read,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,17,,,,,,,,,3,,,3,,,,,,6359640,,27,,,,,,,,,,,36134672,,,0,,,,,,,,
,,,,,,,,1024,,syscall_read,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,17,,,,,,,,,3,,,3,,,,,,6359640,,0,,,,,,,,,,,36156391,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,36166078,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,3,,,3,,,,,,,,15,,,,,,/proc/sudoTracing.sh/status,,,,,36180401,,,0,,,,655360,,,,
,,,,,,,,,,sched_process_exec,,,,15146,0,,7022906455,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,15146,,,,,0,,,8,,,,,,,,,1,,,1,,,,,,,,,,,,,,/sbin/modprobe,,,,,36202432,,,0,,,,,,,,
,,,,,,,,2048,,syscall_read,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,17,,,,,,,,,3,,,3,,,,,,6359640,,937,,,,,,,,,,,36209151,,,0,,,,,,,,
,,,,,,,,1024,,syscall_read,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,17,,,,,,,,,3,,,3,,,,,,6360577,,0,,,,,,,,,,,36300765,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,36310296,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,3,,,3,,,,,,,,-2,,,,,,/proc/sudoTracing.sh/sessionid,,,,,36332015,,,0,,,,655360,,,,
,,,0,,,,,,,syscall_access,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,,,36,,,,,,,,,1,,,1,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92230700941189,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,3,,,3,,,,,,,,-2,,,,,,/proc/sudoTracing.sh/loginuid,,,,,36357796,,,0,,,,655360,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,3,,,3,,,,,,,,15,,,,,,/proc/sudoTracing.sh/cgroup,,,,,36380817,,,0,,,,655360,,,,
,,,4,,,,,,,syscall_access,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,,,36,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/etc/ld.so.preload,,,,,92230700977752,,,0,,,,,,,,
,,,3,,,,,,,syscall_open,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/etc/ld.so.preload,,,,,36401598,,,0,,,,524288,,,,
,,,,,,,,,,syscall_close,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,36418213,,,0,,,,,,,,
,,,,,,,,1024,,syscall_read,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,17,,,,,,,,,3,,,3,,,,,,6359640,,143,,,,,,,,,,,36398994,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,36436702,,,0,,,,,,,,
,,,43360,,,,,,,syscall_open,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/usr/lib/arm-linux-gnueabihf/libarmmem.so,,,,,36446806,,,0,,,,524288,,,,
,,,,,,,,512,,syscall_read,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,17,,,,,,,,,1,,,1,,,,,,2128254992,,512,,,,,,,,,,,36458889,,,0,,,,,,,,
,,,,,,,,1000,,syscall_read,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,17,,,,,,,,,1,,,1,,,,,,2128253736,,1000,,,,,,,,,,,36471546,,,0,,,,,,,,
,,,,,,,,45,,syscall_read,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,17,,,,,,,,,1,,,1,,,,,,2128253680,,45,,,,,,,,,,,36478160,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,36562326,,,0,,,,,,,,
,,,,,,,,,,syscall_getpid,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,30,,,,,,,,,3,,,3,,,,,,,,121,,,,,,,,,,,36581389,,,0,,,,,,,,
,,,,,,,,,,syscall_getpid,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,30,,,,,,,,,3,,,3,,,,,,,,121,,,,,,,,,,,36587222,,,0,,,,,,,,
